zone,nuclear,geothermal,biomass,coal,wind,solar,hydro,gas,oil,unknown,hydro_discharge,battery_discharge,updated_at
US-TEN-TVA,4669,0,0,4143,0,2,3528,12269,0,41,0,0,2025-02-20T22:41:39.194Z
